name,date,sales ,sales_share,boxoffice_num,num_of_screen,num_of_screenings,rep_nation,nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46
더 프레데터,2018.9.12,"1,502,022,014",0.1%,"170,878",582,"17,579",미국,미국,이십세기폭스코리아(주), 셰인 블랙,,,,,,, 보이드 홀브룩, 올리비아 문, 트래반트 로즈, 스털링 K. 브라운, 제이콥 트렘블레이, 키건 마이클 키,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어느 가족,2018.7.26,"1,411,660,900",0.1%,"170,743",126,"5,685",일본,일본,(주)티캐스트, 고레에다 히로카즈,,,,,,, 릴리 프랭키, 안도 사쿠라, 마츠오카 마유, 키키 키린, 죠 카이리, 사사키 미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 포켓몬스터 모두의 이야기,2018.12.19,"1,314,100,400",0.1%,"169,677",493,"4,484",일본,일본,(주)이수C&E, 야지마 테츠오,,,,,,, 마츠모토 리카, 오오타니 이쿠에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018.9.20,"1,205,873,200",0.1%,"157,689",454,"5,398",일본,일본,(주)씨제이이엔엠, 우시로 신지,,,,,,, 여민정, 한채언, 김지율, 홍범기, 소정환, 강성우, 신용우, 이호산, 카미시라이시 모네, 치바 유다이, 타무라 무츠미, 세키 토모카즈, 쿠로다 타카야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
크레이지 리치 아시안,2018.10.25,"1,333,313,141",0.1%,"154,297",531,"12,370",미국,미국,워너브러더스 코리아(주), 존 추,,,,,,, 콘스탄스 우, 헨리 골딩, 양자경, 젬마 찬, 아콰피나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다운사이징,2018.1.11,"1,236,582,004",0.1%,"150,215",511,"8,377",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 알렉산더 페인,,,,,,, 맷 데이먼, 크리스토프 왈츠, 홍 차우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나를 기억해,2018.4.19,"1,230,898,892",0.1%,"141,222",545,"14,322",한국,한국,(주)키다리이엔티, 이한욱,,,,,,, 이유영, 김희원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더 포스트,2018.2.28,"1,102,464,148",0.1%,"139,389",281,"6,797",미국,미국,CGV아트하우스, 스티븐 스필버그,,,,,,, 메릴 스트립, 톰 행크스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빅샤크: 매직체인지,2018.6.27,"1,012,461,700",0.1%,"138,740",414,"4,874",중국,중국,와이드 릴리즈(주), 헤 질리,,,,,,, 이제인, 장병관, 김사라, 김한나, 윤세웅, 홍후백, 김경희, 이슬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
독전: 익스텐디드 컷,2018.7.18,"845,770,600",0.0%,"137,871",398,"5,656",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 이해영,,,,,,, 조진웅, 류준열, 김주혁, 김성령, 박해준,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
얼리맨,2018.5.3,"939,872,000",0.1%,"122,359",597,"5,347",영국,영국,(주)이수C&E, 닉 파크,,,,,,, 에디 레드메인, 톰 히들스턴, 메이지 윌리암스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부탁 하나만 들어줘,2018.12.12,"992,810,788",0.1%,"115,024",461,"8,521",미국,미국,(주)팝엔터테인먼트, 폴 페이그,,,,,,, 블레이크 라이블리, 안나 켄드릭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"안녕, 나의 소녀",2018.5.16,"870,407,954",0.0%,"111,751",155,"6,145",대만,대만,오드, 사준의,,,,,,, 류이호, 송운화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당갈,2018.4.25,"906,597,500",0.0%,"109,465",260,"5,700",인도,인도,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
할로윈,2018.10.31,"891,158,713",0.0%,"108,780",536,"9,836",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레드 스패로,2018.2.28,"860,743,700",0.0%,"108,344",389,"6,659",미국,미국,이십세기폭스코리아(주), 프란시스 로렌스,,,,,,, 제니퍼 로렌스, 조엘 에저튼, 마티아스 쇼에나에츠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레이디 버드,2018.4.4,"828,329,700",0.0%,"101,781",344,"7,258",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 그레타 거윅,,,,,,, 시얼샤 로넌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
게이트,2018.2.28,"821,271,100",0.0%,"101,381",208,"5,474",한국,한국,(주)제이앤씨미디어그룹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미니특공대X,2018.3.22,"746,262,200",0.0%,"100,164",458,"5,452",한국,한국,(주)삼지애니메이션,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여중생A,2018.6.20,"811,686,000",0.0%,"97,849",479,"10,242",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트, 이경섭,,,,,,, 김환희, 수호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쓰리 빌보드,2018.3.15,"800,125,700",0.0%,"97,480",110,"4,013",미국,미국,이십세기폭스코리아(주), 마틴 맥도나,,,,,,, 프란시스 맥도맨드, 우디 해럴슨, 샘 록웰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마야2,2018.2.1,"696,489,700",0.0%,"97,165",429,"4,178",독일,독일,(주)영화사 빅, 노엘 클리어리, 세르지오 델피노,,,,,, 김서영, 김명준, 김소희, 임채헌, 윤세웅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커다랗고 커다랗고 커다란 배,2018.5.3,"747,704,900",0.0%,"95,459",350,"3,440",덴마크,덴마크,예지림엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
플로리다 프로젝트,2018.3.7,"794,251,100",0.0%,"94,822",126,"5,226",미국,미국,오드, 션 베이커,,,,,,, 윌렘 대포, 브루클린 프린스, 브리아 비나이트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 포켓몬스터 너로 정했다!,2017.12.21,"696,785,800",0.0%,"94,300",417,"2,653",일본,일본,(주)이수C&E, 유야마 쿠니히코,,,,,,, 마츠모토 리카, 오오타니 이쿠에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
베일리 어게인,2018.11.22,"796,864,900",0.0%,"93,691",189,"5,777",미국,미국,(주)홈초이스, 라세 할스트롬,,,,,,, 조시 게드, 데니스 퀘이드, K.J. 아파, 브라이스 게이사르, 브릿 로버트슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
루이스,2018.9.20,"729,147,750",0.0%,"93,000",325,"3,547",독일,독일,(주)스마일이엔티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
셜록 놈즈,2018.10.3,"682,265,200",0.0%,"91,036",440,"3,441",미국,미국,"(주)키다리이엔티,(주)삼백상회", 존 스티븐슨,,,,,,, 조니 뎁, 에밀리 블런트, 제임스 맥어보이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신은 죽지 않았다 3: 어둠 속의 빛,2018.7.19,"668,561,400",0.0%,"86,295",179,"3,393",미국,미국,"(주)영화사 그램,(재)CBS", 마이클 메이슨,,,,,,, 데이빗 A.R. 화이트, 존 코베트, 쉐인 하퍼, 테드 맥긴리, 테이텀 오닐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출국,2018.11.14,"640,943,850",0.0%,"81,880",274,"4,628",한국,한국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호텔 아르테미스,2018.7.18,"646,127,100",0.0%,"77,794",465,"7,876",미국,미국,판씨네마(주), 드류 피어스,,,,,,, 조디 포스터, 데이브 바티스타, 소피아 부텔라, 스털링 K. 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
올 더 머니,2018.2.1,"568,551,500",0.0%,"70,310",260,"4,336",미국,미국,판씨네마(주), 리들리 스콧,,,,,,, 미셸 윌리엄스, 크리스토퍼 플러머, 마크 월버그,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마일22,2018.8.23,"600,521,900",0.0%,"69,837",203,"6,212",미국,미국,(주)팝엔터테인먼트, 피터 버그,,,,,,, 마크 월버그, 로렌 코핸, 이코 우웨이스, 론다 로우지, 존 말코비치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여곡성,2018.11.8,"594,373,400",0.0%,"67,368",212,"4,463",한국,한국,(주)스마일이엔티, 유영선,,,,,,, 서영희, 손나은, 이태리, 박민지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
레오나르도 다 빈치,2018.4.26,"511,192,200",0.0%,"64,655",207,"2,621",이탈리아,이탈리아,(주)스마일이엔티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
번개맨과 신비의 섬,2018.4.5,"486,548,700",0.0%,"60,561",191,"2,560",한국,한국,"힘컨텐츠(주),(주)디스테이션", 김지열,,,,,,, 서홍석, 홍민아, 유수호, 최오식, 이상철, 김수미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
킬링 디어,2018.7.12,"518,464,968",0.0%,"60,008",68,"2,449",미국,"미국,영국",오드, 요르고스 란티모스,,,,,,, 콜린 파렐, 니콜 키드먼, 배리 케오간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타이타닉,1998.2.20,"432,315,000",0.0%,"59,455",107,"2,780",미국,미국,"씨네힐,이십세기폭스코리아(주)", 제임스 카메론,,,,,,, 레오나르도 디카프리오, 케이트 윈슬렛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소공녀,2018.3.22,"472,636,200",0.0%,"59,110",284,"5,762",한국,한국,CGV아트하우스, 전고운,,,,,,, 이솜, 안재홍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어드리프트:우리가 함께한 바다,2018.9.6,"482,701,918",0.0%,"59,009",490,"8,219",미국,미국,(주)이수C&E, 발타자르 코루마쿠르,,,,,,, 쉐일린 우들리, 샘 클라플린,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘리엇과 산타 썰매단,2018.12.12,"399,032,800",0.0%,"57,579",335,"2,047",캐나다,캐나다,(주)팝엔터테인먼트, 제니퍼 웨스트콧,,,,,,, 최원형, 장경희, 조쉬 허처슨, 사만다 비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매직빈,2018.5.3,"436,382,700",0.0%,"57,004",534,"3,292",중국,중국,(주)영화사 빅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
헌터 킬러,2018.12.6,"464,838,450",0.0%,"56,511",226,"2,777",미국,미국,(주)키다리이엔티, 도노반 마시,,,,,,, 제라드 버틀러, 게리 올드만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
몬스터 패밀리,2017.12.21,"410,001,000",0.0%,"56,019",342,"1,547",독일,독일,(주)키다리이엔티, 호거 태프,,,,,,, 에밀리 왓슨, 닉 프로스트, 제시카 브라운 핀들레이, 셀리아 아임리, 캐서린 테이트, 제이슨 아이삭스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
머니백,2018.4.12,"417,495,600",0.0%,"53,610",472,"6,878",한국,한국,(주)리틀빅픽쳐스, 허준형,,,,,,, 김무열, 박희순, 이경영, 전광렬, 임원희, 오정세, 김민교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뽀로로 극장판 공룡섬 대모험,2017.12.7,"379,701,700",0.0%,"53,592",195,"1,722",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 김현호, 윤제완,,,,,, 이선, 이미자, 함수정, 홍소영, 정미숙, 김서영, 김환진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
말모이,2019.1.9,"304,507,000",0.0%,"53,576",108,252,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트, 엄유나,,,,,,, 유해진, 윤계상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"부르고뉴, 와인에서 찾은 인생",2018.5.3,"466,538,900",0.0%,"53,569",55,"2,351",프랑스,프랑스,(주)티캐스트, 세드릭 클라피쉬,,,,,,, 피오 마르마이, 아나 지라르도, 프랑수아 시빌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그래비티,2013.10.17,"801,074,000",0.0%,"52,504",52,"2,296",미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)", 알폰소 쿠아론,,,,,,, 산드라 블록, 조지 클루니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
너의 췌장을 먹고 싶어,2018.11.15,"410,303,605",0.0%,"52,355",319,"3,576",일본,일본,(주)넥스트엔터테인먼트월드(NEW), 우시지마 신이치로,,,,,,, 타카스기 마히로, 린,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
번개맨의 비밀,2018.12.6,"394,126,050",0.0%,"50,863",309,"2,270",한국,한국,(주)디스테이션, 강유선,,,,,,, 서홍석, 김혜원, 유수호, 최오식, 이상철, 김수미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
젝스키스 에이틴,2018.1.18,"364,405,500",0.0%,"50,419",25,774,한국,한국,씨제이 씨지브이(CJ CGV)(주), 은지원, 이재진, 장수원, 김재덕, 강성훈,,, 장석준,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
살인소설,2018.4.25,"392,591,200",0.0%,"49,682",434,"5,708",한국,한국,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니", 김진묵,,,,,,, 지현우, 오만석, 이나라, 김학철, 조은지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
온리 더 브레이브,2018.3.7,"390,912,300",0.0%,"49,612",301,"4,434",미국,미국,㈜코리아스크린, 조셉 코신스키,,,,,,, 조슈 브롤린, 마일즈 텔러, 제프 브리지스, 제니퍼 코넬리, 테일러 키취, 제임스 뱃지 데일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폴란드로 간 아이들,2018.10.31,"371,846,800",0.0%,"48,462",181,"2,919",한국,한국,커넥트픽쳐스(주), 추상미,,,,,,, 이송, 추상미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
데자뷰,2018.5.30,"360,833,100",0.0%,"48,279",536,"8,117",한국,한국,(주)키다리이엔티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비밥바룰라,2018.1.24,"322,716,200",0.0%,"47,563",347,"4,055",한국,한국,(주)키다리이엔티, 이성재,,,,,,, 박인환, 신구, 임현식, 윤덕용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"스탠바이, 웬디",2018.5.30,"374,370,080",0.0%,"47,368",345,"5,129",미국,미국,판씨네마(주), 벤 르윈,,,,,,, 다코타 패닝, 토니 콜렛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나츠메 우인장: 세상과 연을 맺다,2018.10.31,"387,190,200",0.0%,"46,913",110,"2,844",일본,일본,(주)애니플러스, 오오모리 타카히로, 이토 히데키,,,,,, 카미야 히로시, 이노우에 카즈히코, 코바야시 사나에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에그엔젤 코코밍: 두근두근 핼러윈 파티,2018.9.22,"367,076,000",0.0%,"46,386",179,"1,800",일본,일본,(주)엠제이픽쳐스, 닛타 노리오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타샤 튜더,2018.9.13,"364,604,850",0.0%,"46,032",38,"2,080",일본,일본,(주)마노엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
플로이,2018.8.15,"334,782,300",0.0%,"44,907",242,"1,790",아이슬란드,"아이슬란드,벨기에",(주)스마일이엔티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이노 어드벤처2: 육해공 공룡 대백과,2018.10.9,"335,469,900",0.0%,"43,627",322,"2,512",영국,영국,(주)박수엔터테인먼트, 마이크 데블린,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아일라,2018.6.21,"331,882,900",0.0%,"43,612",371,"4,848",터키,터키,(주)영화사 빅, 쑤 투르한,,,,,,, 페가 페리도니, 메디 모인자데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라이프 오브 파이,2013.1.1,"440,237,100",0.0%,"41,271",87,"2,239",미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)", 이안,,,,,,, 수라즈 샤르마, 이르판 칸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 뽀잉: 슈퍼 변신의 비밀,2018.9.20,"312,710,450",0.0%,"41,054",294,"2,847",한국,한국,"(주)이수C&E,(주)시너지미디어", 정미화,,,,,,, 전태열, 엄상현, 홍소영, 정영웅, 박선영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더 포리너,2018.2.7,"330,263,800",0.0%,"41,054",156,"3,239",영국,"영국,중국","(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온", 마틴 캠벨,,,,,,, 성룡, 피어스 브로스넌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배반의 장미,2018.10.18,"332,232,550",0.0%,"41,054",457,"6,927",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그랜드 부다페스트 호텔,2014.3.20,"348,931,000",0.0%,"38,622",48,"2,164",미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)", 웨스 앤더슨,,,,,,, 랄프 파인즈, 틸다 스윈튼, 토니 레볼로리, 시얼샤 로넌, 애드리언 브로디, 윌렘 대포,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
너의 이름은.,2017.1.4,"307,158,100",0.0%,"38,226",121,"1,198",일본,일본,메가박스중앙(주)플러스엠, 신카이 마코토,,,,,,, 카미키 류노스케, 카미시라이시 모네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
패터슨,2017.12.21,"315,354,908",0.0%,"37,781",43,"1,942",프랑스,"프랑스,독일,미국",그린나래미디어(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이별의 아침에 약속의 꽃을 장식하자,2018.7.19,"321,863,500",0.0%,"37,764",121,"2,070",일본,일본,(주)미디어캐슬, 오카다 마리,,,,,,, 이와미 마나카, 이리노 미유, 카야노 아이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다키스트 아워,2018.1.17,"283,477,800",0.0%,"37,520",233,"3,088",영국,영국,유니버설픽쳐스인터내셔널 코리아(유), 조 라이트,,,,,,, 게리 올드만, 크리스틴 스콧 토마스, 릴리 제임스, 벤 멘델슨, 스티븐 딜레인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프렌즈: 몬스터섬의비밀,2011.12.29,"273,524,500",0.0%,"37,351",187,"1,872",일본,일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브", 야마자키 다카시, 야기 류이치,,,,,, 이장원, 엄상현, 김서영, 윤세웅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정글번치: 최강 악당의 등장,2018.4.19,"292,593,700",0.0%,"37,343",331,"1,887",프랑스,프랑스,(주)팝엔터테인먼트, 데이빗 알루,,,,,,, 최원형, 김민진, 박재현, 김하영, 손윤상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
툴리,2018.11.22,"302,483,000",0.0%,"37,241",161,"2,281",캐나다,캐나다,(주)리틀빅픽쳐스, 제이슨 라이트맨,,,,,,, 샤를리즈 테론, 맥켄지 데이비스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벅스 프렌즈,2018.6.6,"283,664,600",0.0%,"36,905",262,"1,742",중국,중국,(주)스톰픽쳐스코리아, 딩 스,,,,,,, 김소희, 윤세웅, 석승훈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반딧불이 딘딘,2018.2.22,"259,938,900",0.0%,"36,744",303,"2,509",중국,중국,(주)박수엔터테인먼트, 등위봉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아바타,2009.12.17,"407,273,500",0.0%,"36,226",68,"1,952",미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)", 제임스 카메론,,,,,,, 샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"오늘 밤, 로맨스 극장에서",2018.7.11,"301,894,900",0.0%,"35,732",155,"4,134",일본,일본,(주)디스테이션, 타케우치 히데키,,,,,,, 아야세 하루카, 사카구치 켄타로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스파키,2018.4.12,"257,040,200",0.0%,"35,436",312,"1,949",한국,한국,예지림엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
펭귄 하이웨이,2018.10.18,"276,934,100",0.0%,"34,795",338,"3,280",일본,일본,(주)넥스트엔터테인먼트월드(NEW), 이시다 히로야스,,,,,,, 아오이 유우, 키타 카나, 쿠기미야 리에, 한 메구미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극장판 레이디버그: 미라클스톤의 비밀,2018.1.25,"254,692,500",0.0%,"34,466",305,"2,311",프랑스,프랑스,(주)삼지애니메이션, 토마스 아스트뤽,,,,,,, 여민정, 남도형, 홍시호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인생 후르츠,2018.12.6,"262,308,350",0.0%,"34,289",52,"1,490",일본,일본,(주)엣나인필름, 후시하라 켄시,,,,,,, 키키 키린,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개들의 섬,2018.6.21,"288,664,100",0.0%,"33,229",121,"2,183",미국,미국,이십세기폭스코리아(주), 웨스 앤더슨,,,,,,, 브라이언 크랜스톤, 코유 랜킨, 리브 슈라이버, 에드워드 노튼, 빌 머레이, 틸다 스윈튼, 쿠니치 노무라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거미줄에 걸린 소녀,2018.11.28,"255,329,200",0.0%,"32,418",313,"3,510",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점, 페데 알바레즈,,,,,,, 클레어 포이, 실비아 획스, 스베리르 구드나손,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
막달라 마리아: 부활의 증인,2018.3.28,"214,792,200",0.0%,"30,833",111,"2,456",영국,영국,유니버설픽쳐스인터내셔널 코리아(유), 가스 데이비스,,,,,,, 루니 마라, 호아킨 피닉스, 치웨텔 에지오포,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에브리데이,2018.10.11,"270,271,700",0.0%,"30,569",128,"3,091",미국,미국,"그린나래미디어(주),(주)홈초이스",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
바르다가 사랑한 얼굴들,2018.6.14,"245,996,534",0.0%,"30,392",58,"1,767",프랑스,프랑스,(주)영화사 진진, 아녜스 바르다, 제이알,,,,,, 아녜스 바르다, 제이알,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
체실 비치에서,2018.9.20,"260,131,423",0.0%,"30,389",66,"1,834",영국,영국,"그린나래미디어(주),(주)키위미디어그룹", 도미닉 쿡,,,,,,, 시얼샤 로넌, 빌리 하울,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지구: 놀라운 하루,2018.2.22,"229,998,100",0.0%,"30,200",231,"2,099",영국,영국,(주)리틀빅픽쳐스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
루비 스팍스,2018.5.10,"262,133,400",0.0%,"29,760",149,"3,828",미국,미국,(주)팝엔터테인먼트, 조나단 데이턴, 발레리 페리스,,,,,, 폴 다노, 조 카잔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팬텀 스레드,2018.3.8,"243,266,300",0.0%,"29,623",47,"1,248",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 폴 토마스 앤더슨,,,,,,, 다니엘 데이 루이스, 빅키 크리엡스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문호 스트레이독스 [데드 애플],2018.4.5,"225,553,500",0.0%,"29,577",79,"1,616",일본,일본,(주)애니플러스, 이가라시 타쿠야,,,,,,, 에무라 유우토, 미야노 마모루, 오노 켄쇼, 타니야마 키쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
